WORD,MEANING,PART OF SPEECH
Greekish,᛫ the Greek language ᛫ Grecian ᛫,N᛭AJ
Greekland,᛫ Greece ᛫,N
green,᛫ an environmentalist ᛭ environmentalistic ᛫,N᛭AJ
green gold,᛫ electrum ᛫,N
green sickness,᛫ hypochromic anemia / hypochromic anaemia ᛫ chlorosis ᛫,N
greenback,᛫ a dollar ( of the United States ) ᛫,N
greenbrass,᛫ verdigris ᛫,N
greeneyed,᛫ having green eyes ᛫ jealous ᛫ envious ᛫,AJ
greenhorn,᛫ a novice ᛫ a beginner ᛫ a tyro ᛫,N
Greenlandish,᛫ Greenlandic ᛫,AJ
greenlight,᛫ approval ᛭ to approve ᛫,N᛭V
greenling,᛫ a Polachius pollachius fish ( a pollock ) ᛫ a Hexagrammidae fish ᛫,N
greens,᛫ green vegetables ᛫,N
greenstone,᛫ an altered basic igneous rock having a dark-green color ᛫ jade ᛫ nephrite ᛫ basalt ᛫ komatiite ᛫greenschist ᛫,N
greenwood,᛫ a forest that is green with foliage ᛫,N
greet,᛫ to lament ᛫ to weep ᛫,V
grey,᛫ gloomy ᛫ uninteresting ᛫ having an intermediate or vague position condition or character ᛫ neutral ᛫,AJ
greyback,᛫ a Calidris canutus bird ᛫ a louse ᛫ a soldier of the Confederate States of America ᛫,N
greymote,᛫ a neutron ᛫,N
greywader,᛫ a Glariolinae bird ᛫ a pratincole ᛫,N
greywater,᛫ sullage ᛫,N
grill,᛫ vexation ᛫ offence ᛭ to provoke ᛫ to annoy ᛫ to irritate ᛫ to offend ᛫,N᛭V
grim,᛫ dismal ᛫ gloomy ᛫ forbidding ᛫ sinister ᛫ cynical ᛫ ominous ᛫,AJ
grime,᛫ a mask ᛫ filth or slime that covers something ᛫,N
grin,᛫ a noose ᛫ a snare ᛫,N
grind,᛫ a groin ᛫,N
grinder,᛫ a submarine sandwich ᛫,N
grindle,᛫ a small stream or ditch ᛫,N
gripe,᛫ a griffin ᛫ a vulture ᛫,N
gripe,᛫ a complaint ᛭ to complain ᛫,N᛭V
gripping,᛫ very interesting ᛫ fascinating ᛫,AJ
gripple,᛫ covetous ᛫,AJ
grise,᛫ to fear ᛫ to be terrified at ᛫,V
grisly,᛫ inspiring horror and disgust ᛫,AJ
grist,᛫ ground grain ᛫ grain to be ground ᛫ malt grains which have been cleaned and cracked ᛫,N
gristle,᛫ tough cartilaginous tendinous or fibrous matter ᛫ cartilage [ᚹ] ᛫,N
grit,᛫ small loose particles of stone or sand ᛫ strength of character ᛭ to move with a grating sound ᛫,N᛭V
grith,᛫ peace ᛫ safety ᛫ sanctuary ᛫ clemency ᛫ pardon ᛫ mercy ᛫,N
groat,᛫ a particle ᛫ a fragment ᛫,N
groor,᛫ terror ᛫ horror ᛭ terrifying ᛫ horrifying ᛫,N᛭AJ
gropenail,᛫ a kind of small nail ᛫,N
ground,᛫ soil ᛫ reason ( for doing something ) ᛫,N
ground meat,᛫ mince ᛫,N
groundbreaker,᛫ a pioneer ᛫ an innovator ᛫,N
groundbreaking,᛫ pioneering ᛫ innovating ᛫,AJ
grounddown,᛫ exhausted ᛫,AJ
groundless,᛫ baseless ᛫ without reason ᛫ unfounded ᛫,AJ
groundline,᛫ a baseline ᛫ a foundation ᛫ a basis ᛫,N
groundnut,᛫ a peanut ᛫,N
groundpitch,᛫ a tonic ( in music ) ᛫,N
groundsel,᛫ a Senecio vulgaris plant ᛫,N
groundskeeper,᛫ a gardener ᛫ a landscaper ᛫ a caretaker of an estate ᛫,N
groundwork,᛫ a foundation ᛫,N
grouts,᛫ plaster ᛫ lees ᛫ dregs ᛫,N
grove,᛫ a small wood ᛫ an orchard ᛫ a group of trees ᛫,N
growingly,᛫ increasingly ᛫ progressively ᛫,AV
grownhood,᛫ adulthood ᛫,N
growthsome,᛫ fertile ᛫,AJ
grub,᛫ to dig ᛫ to extract by digging ᛫ to pluck hair ᛫,V
grunt,᛫ a low ranking member of a group ᛫,N
guest,᛫ a visitor ᛫,N
guild,᛫ an association of merchants or craftsmen ᛫,N
guildhall,᛫ a building used as the meeting place of a guild ᛫,N
guildsman,᛫ a member of a guild ᛫,N
guiltend,᛫ a debtor ᛫ an offender ᛫,N
gulch,᛫ a ravine ᛫ a gorge ᛫,N
gum,᛫ the tissue that surrounds the necks of teeth and covers the alveolar parts of the jaws ᛫,N
gumshoe,᛫ a kind of shoe ᛫ a detective ᛫,N
gun,᛫ a firearm ᛫,N
gundust,᛫ gunpowder ᛫,N
gunsax,᛫ a bayonet ᛫,N
gunstone,᛫ a cannonball ᛫,N
gutfire,᛫ gastroenteritis ᛫ stomach flu ᛫,N
gutleech,᛫ a gastroenterologist ᛫,N
hack,᛫ a tool for rough striking or cutting ( such as a mattock or a miner's pick ) ᛫,N
hackle,᛫ an outer garment ᛫ a covering ᛫ an animal's skin ᛫ a bird's plumage ᛫,N
hackneyed,᛫ unoriginal ᛫ bland ᛫ cliche ᛫ banal ᛫ trite ᛫,AJ
hackster,᛫ an assassin ᛫ a ruffian ᛫,N
had I wist,᛫ regret ᛫,N
haff,᛫ an ocean ᛫,N
haft,᛫ the handle of a tool or weapon ᛭ to fit a handle to ᛫ to perform a function ᛫ to process [ᚹ] ᛫,N᛭V
haft,᛫ a captive ᛫ a prisoner ᛫ captivity ᛫ imprisonment ᛫ possession ᛫ having ᛭ to capture ᛫ to imprison ᛫,N᛭V
haftling,᛫ a captive ᛫,N
hag,᛫ a sorceress ᛫ an enchantress ᛫ a witch ᛫ an unlikable old woman ᛫,N
hagfish,᛫ a Myxine fish ᛫,N
haggle,᛫ to bargain ᛫ to chaffer ᛫,V
hail,᛫ a greeting ᛭ to greet ᛭ greetings! ᛫,N᛭V᛭I
hake,᛫ a Merlucciidae fish ᛫ a Phycidae fish ᛫,N
haked,᛫ an Esox fish ( a pike ; a pickerel ; a ged ; a lucet ) ᛫,N
halch,᛫ to fasten around ᛫ to loop ᛫,V
hale,᛫ a nook ᛫ a cranny ᛫ a hiding place ᛫,N
hale,᛫ robust ᛫ healthy ᛫,AJ
half,᛫ semi- ᛫ sam- ᛫,PREFIX
half moon,᛫ a crescent ᛫ anything crescent shaped ᛫ the moon in its first or last quarter phase ᛫,N
halfbred,᛫ hybrid ᛫ crossbred ᛫ mongrel ᛫,AJ
halfbreed,᛫ a hybrid ᛫ a crossbreed ᛫ a mongrel ᛫,N
halfclepend,᛫ a semi-vowel ᛫,N
halfgidden,▪ a demigoddess ▪,N
halfgod,᛫ a demigod ᛫,N
halfhearted,᛫ without enthusiasm ᛫ perfunctory ᛫ lackluster ᛫ tepid ᛫ apathetic ᛫,AJ
halfheartedness,᛫ lack of enthusiasm ᛫ perfunctoriness ᛫ tepidity ᛫ apathy ᛫,N
halfhorse,᛫ a centaur ᛫,N
halftrendle,᛫ a hemisphere ᛫,N
halfwit,᛫ a fool ᛫ an idiot ᛫,N
halfyearly,᛫ semi-annual ᛭ semi-annually ᛫,AJ᛭AV
halidom,᛫ holiness ᛫ sanctity ᛫,N
halk,᛫ a recess or a nook in a building ᛫ a remote corner in an open place ᛫ a cavity ᛫,N
hallmark,᛫ a defining feature ᛫ a defining characteristic ᛫ a defining attribute ᛫,N
hallmoot,᛫ a court baron ᛫,N
hallow,᛫ a saint ᛭ to sanctify ᛫ to canonize ᛫ to consecrate ᛫ to dedicate ᛫ to initiate ᛫ to make holy ᛫,N᛭V
hallowdom,᛫ sainthood ᛫,N
hallowing,᛫ consecration ᛫ sanctification ᛫,N
hallowing book,᛫ a benedictional ᛫,N
Hallowmas,᛫ All Saints' Day ᛫,N
Hallowtide,᛫ the first week of November ᛫,N
halm,᛫ stubble ᛫ straw ᛫,N
halse,᛫ to greet ᛫ to salute ᛫ to predict ᛫ to divine ᛫,V
halse,᛫ a neck ᛫ a throat ᛫,N
halse,᛫ to hug ᛫ to embrace ᛫ to caress ᛫ to fondle ᛫ to embrace something spiritually or mystically ᛫,V
halsebee,᛫ a torc ᛫ a torq ᛫ a torque ᛫,N
halsebour,᛫ a gorget ᛫,N
halseman,᛫ an executioner ᛫,N
halsend,᛫ an omen ᛫ an augur ᛫,N
halser,᛫ a diviner ᛫ an exorcist ᛫,N
halsewort,᛫ a Capparis spinosa plant ᛫ a Symphytum album plant ᛫ a Sedum telephium plant ᛫ a throatwort plant ᛫,N
halsing,᛫ divination ᛫ fortune telling ᛫ augury ᛫ exorcism ᛫,N
Halsing,᛫ one of the Hälsings ᛫,N(P)
halt,᛫ to walk with a limp ᛫ to conduct oneself immorally ᛭ lame ᛫ limping ᛫,V᛭AJ
halter,᛫ a rope for animals or for hanging people ᛫,N
ham,᛫ an enclosure ᛫ a plot of enclosed ground ᛫,N
ham,᛫ the hollow of the knee ᛫,N
hamble,᛫ to disable by severing the hamstring muscles ᛫,V
hame,᛫ covering ᛫ skin ᛫ integument ᛫ membrane ᛫ the slough of a reptile ᛫,N
hammer,᛫ a malleus ( bone ) ᛫,N
hammerbore,᛫ a pneumatic drill ᛫ a percussion drill ᛫ a piston drill ᛫ a jackhammer ᛫,N
hammerwort,᛫ a Parietaria judaica plant ( pellitory of the wall ; spreading pellitory ) ᛫,N
hamstring,᛫ a thigh muscle between the hip and knee ᛭ to disable by cutting the hamstrings ᛫,N᛭V
handbag,᛫ a purse ᛫,N
handbone,᛫ a metacarpal ᛫,N
handbook,᛫ a manual ᛫,N
handcloth,᛫ a handkerchief ᛫ a towel ᛫,N
handedness,᛫ hand dominance ᛫ chirality ᛫,N
handfast,᛫ a marriage contract ᛭ to become engaged ( as in marriage ) ᛫,N᛭V
handglass,᛫ a magnifying glass ᛫ a hand mirror ᛫,N
handgun,᛫ a pistol ᛫,N
handicap,᛫ a disability ᛫ a restraint ᛭ to disable ᛫,N᛭V
handicapped,᛫ disabled ᛫,ADJ
handicraft,᛫ manual skill ᛫ an occupation requiring skill with the hands ᛫ the articles fashioned by handicraft ᛫,N
handiness,᛫ dexterity ᛫ managableness ᛫ manoeuvrability ᛫ convenience ᛫,N
handiswink,᛫ manual labour ᛫,N
handle,᛫ a pseudonym ᛫ a username ᛫,N
handler,᛫ a manager of animals or a kind of object ᛫ a processor [ᚹ] ᛫,N
handlings,᛫ by hand ᛫ manually ᛫,AV
handly,᛫ manual ᛫,AJ
handmaid,᛫ a personal maid or female servant ᛫,N
handman,᛫ a manservant ᛫,N
handpriest,᛫ a chaplain ᛫,N
handsax,᛫ a dagger ᛫,N
handsel,᛫ a gift given for good luck at the beginning of the year or to mark an acquisition or the start of anenterprise ᛫,N
handset,᛫ a mobile phone ᛫ a cell phone ᛫,N
handwhile,᛫ a short period of time ᛫ a moment ᛫ an instance ᛫,N
handwrit,᛫ a manuscript ᛫ a writ written by hand ᛫,N
handy,᛫ useful ᛫,AJ
hane,᛫ a rooster ᛫,N
hangby,᛫ a dependent ( used in contempt ) ᛫,N
hanger,᛫ a wood on a steep hillside ᛫,N
hangeron,᛫ a sycophant ᛫,N
hanging,᛫ a tapestry ᛫ a drapery ᛫,N
hangman,᛫ an executioner who hangs the condemned ᛫,N
hangmat,᛫ a hammock ᛫,N
hangup,᛫ a delay ᛭ to suspend ᛫ to delay ᛫,N᛭V
hansel,᛫ a token of fortune ( good or bad ) ᛫ a gift given at the beginning of a new year or a new venture meant tobring luck ᛫,N
hap,᛫ luck ᛫ fortune ᛫ a chance occurrence ᛫,N
hapful,᛫ lucky ᛫ fortunate ᛫,AJ
hapless,᛫ unfortunate ᛫,AJ
haply,᛫ by accident ᛫,AV
happening,᛫ an occurrence ᛫ an event ᛫,N
hapsome,᛫ random ᛫,AJ
har,᛫ the hinge of a door or lock ᛫ one of the four cardinal points of the heavens or the earth ᛫,N
harbour,᛫ a haven ᛫ a barracks ᛫ military quarters ᛫ a sanctuary ᛫ an anchorage ( in some senses ) ᛫,N
hard,᛫ alcoholic ( of drinks ) ᛫,AJ
hardbound,᛫ constipated ᛫ costive ᛫,AJ
harddrive,᛫ a hard disk ᛫ a hard disk drive ᛫,N
hardhearted,᛫ unfeeling ᛫ callous ᛫ obdurate ᛫ cruel ᛫,AJ
hardhew,᛫ a Cichorium intybus plant ( chicory ) ᛫,N
hardness,᛫ inflexibility ᛫ rigidity ᛫ stiffness ᛫ harshness ᛫ rigour ᛫ severity ᛫ cruelty ᛫ obduracy ᛫ obstinacy ᛫hardiness ᛫,N
hardship,᛫ a difficulty ( esp an unpleasant one ) ᛫,N
hardtin,᛫ pewter ᛫,N
hardware,᛫ equipment ᛫ the physical components of an electronic system ᛫,N
hare,᛫ a Lepus timidus animal ᛫ a timid person ᛫ the constellation Lepus ᛫,N
harebell,᛫ a Hyacinthus plant ( a hyacinth ) ᛫,N
harebrained,᛫ foolish ᛫ mad ᛫ insane ᛫ idiotic ᛫ reckless ᛫ rash ᛫ irresponsible ᛫ ,AJ
hareeyed,᛫ lagophthalmic ᛫ wide-eyed ᛫,AJ
harehearted,᛫ timorous ᛫ timid ᛫ easily frightened ᛫,AJ
haresbeard,᛫ a Verbascum thapsus plant ( great mullein ) ᛫,N
hareseye,᛫ a Silene dioica plant ( red campion ) ᛫,N
hareseye,᛫ lagophthalmus ᛫ lagophthalmia ᛫,N
haresleep,᛫ a very light sleep ᛫,N
harfee,᛫ booty ᛫ war spoils ᛫,N
harfolk,᛫ army men ᛫ army folk ᛫,N
hargang,᛫ a military expedition ᛫,N
harhithe,᛫ spoil ᛫ booty ᛫ plunder ᛫,N
hark,᛫ ( commands or requests others to pay attention ) ᛫,I
hark back,᛫ to evoke something from the past ᛫,V
harken,᛫ to listen ᛫ to pay attention to ᛫,V
harkworthy,᛫ noteworthy ᛫ worthy of being paid attention to ᛫,AJ
harm,᛫ a field-mouse ᛫ a dormouse ᛫,N
harman,᛫ a soldier ᛫ a warrior ᛫ a militant ᛫,N
harmqueath,᛫ to revile to speak ill of ᛫,V
harmquid,᛫ blasphemy ᛫ harmful speech ᛫,N
harpath,᛫ a military road ᛫,N
harreaf,᛫ spoil ᛫ booty ᛫ plunder ᛫ that which is reaved by an army ᛫,N
harrier,᛫ one who engages in persistent attacks on others or their lands ᛫,N
harrow,᛫ a rake which is heavy and for cultivation ᛭ to use a harrow ᛫ to disturb ᛫ to distress ᛫ to traumatize ᛫to pillage ᛫ to plunder ᛫ to ravage ᛫,V
harrow,᛫ a temple ᛫ a shrine ᛫ an idol ᛫,N
harry,᛫ to harass ᛫ to irritate ᛫ to annoy ᛫ to irk ᛫ to pillage ᛫ to plunder ᛫ to ravage ᛫,V
harsithe,᛫ a military expedition ᛫,N
harspeed,᛫ military success ᛫,N
hart,᛫ a deer ᛫,N
hartclover,᛫ a Melilotus plant ( melilot ) ᛫,N
harteamer,᛫ a general ᛫,N
harthreat,᛫ a troop ᛫ a band of soldiers ᛫,N
hartmeat,᛫ venison ᛫,N
hartow,᛫ a general ᛫ a marshal ᛫ a duke ᛫,N
hartowdom,᛫ a duchy ᛫ a dukedom ᛫,N
hartowen,᛫ a duchess ᛫,N
hartshorn,᛫ sal volatile ( spirits of ammonia ) ᛫,N
harvest,᛫ the fall or autumn season ᛫,N
harvest moon,᛫ a full moon at or about the time of the autumnal equinox ᛫,N
harvestfly,᛫ a cicada ᛫,N
Harvestmonth,᛫ September ᛫,N(P)
harweed,᛫ armour ᛫,N
harwoop,᛫ a war cry ᛫,N
hase,᛫ grey ᛫ gray ᛫ ashen ᛫,AJ
hasp,᛫ a fastening device ᛫,N
hassock,᛫ a tussock ᛫ a cushion ᛫,N
hatch,᛫ a crosier ᛫,N
hateful,᛫ full of hate ᛫ heinous ᛫,AJ
hatel,᛫ detestable ᛫,AJ
hather,᛫ a restraint ᛫ a confinement ᛭ to restrain ᛫ to confine ᛫,V
hatshop,᛫ a hat store ᛫ a haberdashery ᛫ a millinery ᛫,N
hatter,᛫ clothing ᛫ garments ᛫ clothes ᛫,N
hatter,᛫ a hat maker ᛫ a hat seller ᛫ a haberdasher ᛫ a milliner ᛫,N
Hatwere,᛫ one of the Chattuarii ( a sub-group of the Franks ? ) ᛫,N(P)
haugh,᛫ a low-lying meadow by the side of a river ᛫,N
haulm,᛫ the stems or tops of crop plants ( esp after the crop has been gathered ) ᛫,N
haveless,᛫ poor ᛫ destitute ᛫,AJ
haven,᛫ property ᛫ possessions ᛫,N
haven,᛫ a harbour ᛫ a sanctuary ᛫ a port ᛫,N
haver,᛫ a male goat ᛫,N
haverbleat,᛫ a bittern ᛫ a snipe ᛫,N
haw,᛫ an enclosure ᛫ a hedge ᛫,N
Hawaii,᛫ Hawaii ᛫,N(P)
hawksbeard,᛫ a Crepis plant ᛫,N
hawkshaw,᛫ a detective ᛫,N
hawspind,᛫ the cheek ᛫,N
hawthorn,᛫ a Crataegus plant ᛫,N
hay,᛫ an enclosed plot of land ᛫ a deer park ( an enclosed hunting park in a forest ) ᛫,N
hay moon,᛫ a full moon in July ᛫,N
hayriff,᛫ a Galium aparine plant ( cleavers ) ᛫,N
haystold,᛫ a bachelor ( an unmarried male ) ᛫ a virgin ( male ) ᛫,N
hayward,᛫ an agricultural overseer ( one who maintains hedges and the common protects grain and oversees the harvest) ᛫,N
hazel,᛫ a Corylus plant ᛫ a light golden brown hue ᛭ of hazel hue ᛫,N᛭AJ
hazelwort,᛫ an Asarum europaeum plant ( asarabacca ) ᛫,N
he,᛫ a male ᛫,N
head,᛫ a person ᛫ an individual ᛫ a character ᛫,N
headbone,᛫ a skull ᛫ a cranium ᛫,N
headborough,᛫ a capital city ᛫,N
headedder,᛫ a cephalic vein ᛫,N
headland,᛫ a promontory ᛫ coastal land that juts into the sea ᛫,N
headleighter,᛫ a chief error ᛫ one of the seven deadly sins ᛫,N
headless,᛫ acephalous ᛫,AJ
headlong,᛫ hasty ᛫ precipitate ᛫ impetuous ᛫ rash ᛫ reckless ᛭ hastily ᛫ precipitately ᛫ impetuously ᛫ rashly ᛫recklessly ᛫,AJ᛭AV
headly,᛫ chief ᛫ capital ᛫,AJ
headman,᛫ a chief man ᛫,N
headpan,᛫ a skull ᛫,N
headset,᛫ a pair of headphones ᛫,N
headship,᛫ the position of a leader or head ᛫,N
headshop,᛫ a shop which sells cannabis paraphernalia ᛫,N
headspring,᛫ a source ᛫ a fountainhead ᛫,N
headstool,᛫ a chief seat ᛫ a chief position [ᚹ] ᛫,N
headstrong,᛫ self-willed and obstinate ᛫,AJ
head-to-head,᛫ a contest or a competition in which two people or groups compete directly against each other ᛭ in directconfrontation ; opposition ; or competition ᛫,N᛭AJ&amp;AV
headward,᛫ a chief guardian or officer ᛫,N
headwater,᛫ the source and initial part of a stream ᛫,N
headway,᛫ advance ᛫ progress ᛫,N
headwright,᛫ a chief workman ᛫,N
heady,᛫ intoxicating ᛫ stupefying ᛫ upsetting to the mind or senses ᛫ intellectual and technical ᛫,AJ
healall,᛫ a panacea ᛫ a universal remedy ᛫,N
healstone,᛫ some kind of flat cake ᛫,N
healthful,᛫ salubrious ᛫ conducive to good health ᛫,AJ
heam,᛫ to shack up with ᛫ to have sex with ᛫ to have intercourse with ᛫ to marry ᛫,V
heamed,᛫ sexual intercourse ᛫,N
heamedchurl,᛫ a married man of the churl class ᛫,N
heamedwife,᛫ a married woman of the churl class ᛫,N
heamedy,᛫ sexy ᛫ sexual ᛫,AJ
hean,᛫ to insult ᛫ to humiliate ᛫ to debase ᛫,V
heap,᛫ a crowd ᛫ a pile ᛫ a mass ᛫ much or many of something ᛫,N
heapmeal,᛫ in large quantities ᛫ in heaps ᛫ heap by heap ᛫,AV
hearsay,᛫ a rumour ᛫ gossip ᛫,N
hearsome,᛫ obedient ᛫ compliant ᛫,AJ
hearsomeness,᛫ obedience ᛫,N
heart,᛫ a conscience ᛫ the seat of one's emotions ᛫ a core ᛫,N
heartache,᛫ sorrow ᛫ anguish of the mind ᛫,N
hearteat,᛫ to covet ᛫ to envy ᛫,V
hearten,᛫ to comfort ᛫ to give courage ᛫ to encourage ᛫ to console ᛫ to reassure ᛫ to exhort ᛫,V
heartening,᛫ inspiring ᛫ encouraging ᛫,AJ
heartfelt,᛫ sincerely felt or believed ᛫,AJ
hearth,᛫ a fireplace floor ᛫ a brick stone or concrete area in front of a fireplace ᛫,N
heartleech,᛫ a cardiologist ᛫,N
heartless,᛫ unfeeling ᛫ callous ᛫ obdurate ᛫ cruel ᛫,AJ
heartlike,᛫ like a heart ᛫ central ᛫ core ᛫,AJ
heartquake,᛫ a heart palpitation ᛫ a feeling of strong or sudden emotion ᛫,N
heartseath,᛫ a Viola sect. Melanium plant ( a pansy ) ᛫,N
heartsick,᛫ depressed ᛫ despondent ᛫ grieving ᛫ suffering emotional pain or anguish ᛫,AJ
heartsickness,᛫ depression ᛫ despondency ᛫ grief ᛫ emotional pain or anguish ᛫,N
heartsome,᛫ uplifting ᛫ comforting ᛫ lively ᛫ joyful ᛫ pleasant ᛫,AJ
heartwrenching,᛫ painfully upsetting or distressing ᛫,AJ
hearty,᛫ cordial ᛫,AJ
heast,᛫ violence ᛭ violent ᛫,N᛭AJ
heath,᛫ a tract of wasteland ᛫ an area of open land covered with rough grass or heather and with very few trees orbushes ᛫,N᛭AJ
heath,᛫ war- ᛫ battle- ᛫,PREFIX
heathen,᛫ a pagan ᛭ pagan ᛫,N᛭AJ
heathendom,᛫ paganism ᛫ heathenism ᛫ the state of being heathen ᛫,N
heather,᛫ an Ericaceae plant ᛫,N
heathglemb,᛫ a war injury ᛫ a war wound ᛫,N
heathweed,᛫ armour ᛫ military clothing ᛫,N
heatmeter,᛫ a thermometer ᛫,N
heave,᛫ to lift ᛫ to raise ᛫,V
heavenly,᛫ divine ᛫ celestial ᛫ wonderful ᛫,AJ
heavenrich,᛫ the Kingdom of Heaven ᛫,N
heavensent,᛫ fortunate appropriate or providential as if ordained by heaven ᛫,AJ
heaver,᛫ a lever ᛫,N
heaviness,᛫ gravity ᛫,N
heavyhanded,᛫ oppressive and clumsy ᛫,AJ
heavyhandedly,᛫ in a heavyhanded manner ᛫,AV
heavywater,᛫ deuterium oxide ᛫,N
hedden,᛫ a hood ᛫ chasuble ᛫ an overcoat ᛫ a mantle ᛫ cloak ᛫,N
hedge,᛫ a fence made of bushes ᛫ a contract reducing exposure to risk ᛭ to enclose or obstruct with hedges ᛫,N᛭V
hedge,᛫ ( denotes itinerancy ) ᛫,PREFIX
heed,᛫ attention ᛫ notice ᛭ to pay attention ᛫ to pay attention to [ᛏ] ᛫ to act as instructed ᛫ to act asinstructed by [ᛏ] ᛫,N᛭V
heedern,᛫ a storehouse ᛫,N
heedful,᛫ attentive ᛫,AJ
heedless,᛫ inattentive ᛫ oblivious ᛫ inobservant ᛫ regardless ᛫ respectless ᛫ ,AJ
heedlessness,᛫ inattention ᛫ inattentiveness ᛫ oblivousness ᛫ inobservance ᛫ disregard ᛫ disrespect ᛫,N
heedsome,᛫ attentive ᛫,AJ
heef,᛫ grief ᛫,N
heel,᛫ to keep secret ᛫ to conceal ᛫ to cover ᛫,V
heel,᛫ to conceal ᛫ to cover ᛫ to blot out ᛫ to clothe ᛫ to protect with secrecy ᛫,V
heelbone,᛫ a calcaneus ᛫,N
heem,᛫ an inhabitant ᛫,N
heen,᛫ to scoff at ᛫ to humiliate ᛫ to debase ᛭ low ᛫ humbled ᛫ humiliated ᛫ abject ᛫ poor ᛫ wretched ᛫,V᛭AJ
heer,᛫ an army ᛫,N
heer,᛫ hair ᛫,N
heerbane,᛫ depilatory ᛫,N
heerclip,᛫ a barrette ᛫,N
heerly,᛫ military ᛫,AJ
heerwash,᛫ shampoo ᛫,N
heerwax,᛫ pomade ᛫,N
heeve,᛫ to grieve ᛫,V
heft,᛫ something's weight ᛫ the ability or influence to get something done ᛭ to hoist ᛫,N᛭V
heigfer,᛫ a young cow that has not borne a calf ᛫,N
height,᛫ one of the three dimensions of a solid object ; top to bottom ᛫,N
heighten,᛫ to make higher ᛫ to intensify ᛫,V
heightfear,᛫ acrophobia ᛫,N
heightwise,᛫ in terms of height ᛫ vertical ᛭ in a vertical manner ᛫,AJ᛭AV
held,᛫ a Tanacetum plant ( a tansy ) ᛫,N
heleth,᛫ a hero ᛫,N
helethen,᛫ a heroine ᛫,N
helethish,᛫ heroic ᛫,AJ
helfry,᛫ gory ᛫ bloody ᛫,AJ
hellbent,᛫ determined to achieve something at all costs ᛫,AJ
heller,᛫ the scale of a balance ᛫ a balance [ᚹ] ᛫ balance [ᚹ] ᛭ to balance on a scale ᛫ to balance [ᚹ] ᛫,N᛭V
hellghost,᛫ an infernal spirit ᛫,N
hellish,᛫ infernal ᛫,AJ
Hellmere,᛫ the river Styx ᛫,N
hellraiser,᛫ a person who causes trouble through wild behavior ᛫,N
hellrown,᛫ a necromancer woman ᛫ a witch ᛫ a pythonissa ᛫,N
hellwight,᛫ a creature of hell ᛫,N
hellwite,᛫ hellish punishment ᛫ gehenna ᛫ hades ᛫ hell ᛫,N
helm,᛫ a helmet ᛫,N
helm,᛫ to steer a boat or ship ᛫ to manage the running of ᛫ to direct a film ᛫,V
helmer,᛫ a director ᛫,N
helper,᛫ an assistant ᛫ an aide ᛫,N
helping,᛫ a portion or serving of food ᛫ an amount or quantity of something ᛫,N
helve,᛫ the handle of a tool or weapon ᛭ to furnish with a helve ᛫,N᛭V
helver,᛫ blood from a wound ᛫ gore ᛫ cruor ᛫,N
hem,᛫ them ᛫,N(PRO)
hem,᛫ a rim ( esp of stitched cloth ) ᛭ to surround in a restricting way ᛫,N᛭V
hemp,᛫ a Cannabis plant ᛫ cannabis ᛫ marijuana ᛫,N
hemp bush,᛫ a Gynatrix pulchella plant ᛫,N
hemp tree,᛫ a Vitex plant ( a chaste tree ) ᛫,N
hempen,᛫ made of hemp ᛫,ADJ
hemptree,᛫ a Vitex agnus-castus plant ( chaste tree ) ᛫,N
hemth,᛫ an undergarment with short sleeves ᛫ a shirt ᛫,N
hen,᛫ from this place ᛫ away ᛫ hence ᛫,AJ
